gender_rank,occupation,gender,individuals,average_taxable_income
415,Equipment hire manager,Female,166,56096
327,Equipment hire manager,Male,1065,78405
64,Equities analyst; Investment dealer,Female,322,101461
36,Equities analyst; Investment dealer,Male,1032,245826
1024,Escort service; Prostitute; Sex worker,Female,74,25958
864,Escort service; Prostitute; Sex worker,Male,30,41975
611,ESL teacher; Teacher of English to speakers of other languages,Female,2632,45047
790,ESL teacher; Teacher of English to speakers of other languages,Male,910,46457
99,Excavator operator,Female,50,88025
436,Excavator operator,Male,5582,70210
398,Executive assistant; Personal assistant,Female,41433,57362
451,Executive assistant; Personal assistant,Male,1188,68352
380,Exhaust and muffler repairer,Female,6,58216
727,Exhaust and muffler repairer,Male,211,49411
420,Exporter; Importer,Female,326,55834
346,Exporter; Importer,Male,442,76789
319,External auditor,Female,2568,61222
418,External auditor,Male,3222,71595
526,Facilities administrator,Female,1518,49711
600,Facilities administrator,Male,1056,57480
225,Facilities manager,Female,1585,68720
275,Facilities manager,Male,5589,83826
481,Factory manager; Manufacturer,Female,2541,52018
391,Factory manager; Manufacturer,Male,17261,73246
66,Faculty head; Head of school – TAFE,Female,300,100790
91,Faculty head; Head of school – TAFE,Male,270,120624
644,Family and marriage counsellor,Female,975,43405
773,Family and marriage counsellor,Male,230,47276
860,Family day care worker,Female,5099,33607
975,Family day care worker,Male,139,34230
754,Family support worker,Female,2065,38450
830,Family support worker,Male,301,43977
1056,Farm hand – other; Weed controller,Female,6028,23851
988,Farm hand – other; Weed controller,Male,15311,33484
1023,Farm machinery operator; Harvester operator – agricultural; Tractor operator,Female,900,25994
894,Farm machinery operator; Harvester operator – agricultural; Tractor operator,Male,8815,39997
272,Farmer or farm overseer – mixed crop,Female,391,64693
515,Farmer or farm overseer – mixed crop,Male,1946,64434
719,Farmer or farm overseer – mixed livestock,Female,188,39986
734,Farmer or farm overseer – mixed livestock,Male,1214,48979
631,Farmer or farm overseer – other crop; Tobacco grower,Female,234,44044
563,Farmer or farm overseer – other crop; Tobacco grower,Male,1072,60362
636,Farmer or farm overseer – other livestock,Female,216,43748
403,Farmer or farm overseer – other livestock,Male,1009,72349
1083,Farrier,Female,11,19743
951,Farrier,Male,228,35901
1081,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Female,10344,20575
1102,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Male,14686,18988
665,Faults consultant – taking reports of faults; Inquiry clerk,Female,2363,42694
722,Faults consultant – taking reports of faults; Inquiry clerk,Male,630,49672
851,Fellmongery hand or labourer; Tannery hand or labourer,Female,32,33893
833,Fellmongery hand or labourer; Tannery hand or labourer,Male,299,43855
997,Fence erector,Female,71,27707
872,Fence erector,Male,3555,41266
718,Fettler; Iron worker; Metal worker,Female,617,40181
657,Fettler; Iron worker; Metal worker,Male,11528,53808
709,Fibreglasser,Female,34,40642
693,Fibreglasser,Male,1123,51492
844,Filing clerk,Female,1400,34166
1007,Filing clerk,Male,574,31851
101,Film director; Radio director; Stage director; Television director,Female,498,87649
249,Film director; Radio director; Stage director; Television director,Male,955,86742
349,Finance broker,Female,1471,59689
173,Finance broker,Male,3273,98184
74,Finance manager; Financial controller,Female,13550,98525
57,Finance manager; Financial controller,Male,18321,162904
162,Financial adviser; Financial planner,Female,5326,76563
101,Financial adviser; Financial planner,Male,11122,115110
37,Financial investment manager,Female,668,134481
26,Financial investment manager,Male,1900,288790
322,Fire brigade officer; Fire fighter; Fire risk assessor,Female,696,61116
295,Fire brigade officer; Fire fighter; Fire risk assessor,Male,13798,81765
600,Fire protection equipment technician,Female,37,46180
438,Fire protection equipment technician,Male,2453,69634
122,Fire safety officer; Safety inspector,Female,1550,82020
160,Fire safety officer; Safety inspector,Male,6892,99961
103,Fireperson – railway or locomotive; Locomotive driver; Train driver,Female,658,86925
130,Fireperson – railway or locomotive; Locomotive driver; Train driver,Male,10316,106728
818,First aid trainer,Female,217,34941
838,First aid trainer,Male,194,43506
310,Fisheries officer,Female,138,61681
331,Fisheries officer,Male,605,77915
628,Fishing guide,Female,7,44203
916,Fishing guide,Male,127,38063
731,Fishing hand,Female,104,39387
649,Fishing hand,Male,1702,54091
609,Fitness centre manager,Female,1059,45112
620,Fitness centre manager,Male,1068,55841
223,Fitter,Female,130,68746
196,Fitter,Male,35474,94739
339,Fitter and turner,Female,102,60298
296,Fitter and turner,Male,23589,81652
1028,Fitter-welder,Female,7,25721
364,Fitter-welder,Male,2583,75162
278,Fleet manager,Female,622,64369
301,Fleet manager,Male,2721,81086
961,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler",Female,127,29333
853,"Floor tiler – ceramic, slate or clay; Tiler; Wall tiler",Male,5533,42414
1044,Flower grower,Female,143,24723
928,Flower grower,Male,232,37358
507,Flying instructor,Female,44,50602
409,Flying instructor,Male,450,72117
707,Food processing machine operator,Female,6255,40703
682,Food processing machine operator,Male,10031,52077
392,Food technologist,Female,1753,57619
359,Food technologist,Male,877,75609
894,Footballer; Soccer player,Female,41,32435
108,Footballer; Soccer player,Male,2814,111068
847,Footwear factory hand or labourer,Female,119,34065
939,Footwear factory hand or labourer,Male,172,36407
755,Footwear production machine operator,Female,57,38401
797,Footwear production machine operator,Male,71,46001
969,Forestry labourer; Logging worker – forestry,Female,218,29046
744,Forestry labourer; Logging worker – forestry,Male,2690,48530
172,Forestry production manager,Female,69,74667
250,Forestry production manager,Male,770,86581
551,Forklift driver,Female,1038,48445
703,Forklift driver,Male,30904,50619
204,Fraud investigator; Inspector – other regulatory; Investigator – other government,Female,1491,71288
244,Fraud investigator; Inspector – other regulatory; Investigator – other government,Male,3852,87490
939,French polisher; Furniture finisher,Female,44,30599
817,French polisher; Furniture finisher,Male,754,44955
1005,Fruit and vegetable factory worker,Female,2406,27180
987,Fruit and vegetable factory worker,Male,2544,33512
1070,Fruit and vegetable packer,Female,5780,22728
1055,Fruit and vegetable packer,Male,3846,27840
1085,Fruit or nut farm worker,Female,3546,19704
1075,Fruit or nut farm worker,Male,6291,25572
977,Fruit or nut grower; Market gardener – fruit,Female,661,28616
882,Fruit or nut grower; Market gardener – fruit,Male,1787,40910
1092,Fruit or nut picker,Female,5409,13817
1104,Fruit or nut picker,Male,7431,16490
263,Funds administrator; Stockbroking clerk,Female,1825,65323
51,Funds administrator; Stockbroking clerk,Male,1313,179156
653,Funeral attendant,Female,524,43105
831,Funeral attendant,Male,737,43935
381,Funeral director; Undertaker,Female,798,58102
397,Funeral director; Undertaker,Male,1148,73054
446,Furniture designer; Industrial designer,Female,672,53732
414,Furniture designer; Industrial designer,Male,2517,71879
666,Furniture packer; Furniture removalist – driver; Removalist,Female,342,42623
962,Furniture packer; Furniture removalist – driver; Removalist,Male,5662,35220
4,Futures trader,Female,28,281600
30,Futures trader,Male,281,264830
419,Gallery curator; Museum curator,Female,839,55884
479,Gallery curator; Museum curator,Male,360,66240
837,Gallery or museum guide; Museum or gallery guide,Female,573,34470
932,Gallery or museum guide; Museum or gallery guide,Male,290,37096
683,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Female,143,41642
800,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Male,188,45920
470,Games programmer; Multimedia specialist,Female,176,52643
535,Games programmer; Multimedia specialist,Male,667,62732
727,Gaming worker,Female,4309,39619
798,Gaming worker,Male,3974,45965
907,Garage attendant; Service station attendant,Female,2434,31906
979,Garage attendant; Service station attendant,Male,2678,34126
713,Garage mechanic; Motor mechanic – petrol,Female,336,40554
645,Garage mechanic; Motor mechanic – petrol,Male,53848,54352
791,Garbage collector; Rubbish or recycling collector,Female,137,36545
627,Garbage collector; Rubbish or recycling collector,Male,2656,55379
974,Garden labourer; Lawn mower,Female,988,28702
974,Garden labourer; Lawn mower,Male,9465,34242
825,Gardener – general; Horticulturist – general gardening,Female,2757,34770
852,Gardener – general; Horticulturist – general gardening,Male,13567,42445
53,Gas or petroleum plant operator,Female,197,106000
81,Gas or petroleum plant operator,Male,3689,127420
255,Gasfitter; Plumber – gasfitter,Female,12,65823
399,Gasfitter; Plumber – gasfitter,Male,3241,72873
7,Gastroenterologist,Female,86,260925
10,Gastroenterologist,Male,294,415192
667,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Female,762,42602
608,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Male,1501,56795
40,General medical practitioner,Female,9434,129834
48,General medical practitioner,Male,11178,184639
496,Genetic counsellor,Female,350,51378
506,Genetic counsellor,Male,63,64990
346,Geographer; Social scientist,Female,813,59909
356,Geographer; Social scientist,Male,440,75861
270,Geographic information systems manager; Spatial scientist – other,Female,360,64796
292,Geographic information systems manager; Spatial scientist – other,Male,712,82022
76,Geologist,Female,2432,97453
67,Geologist,Male,7123,141307
47,Geophysicist,Female,259,117575
56,Geophysicist,Male,1173,164930
117,Geotechnical engineer,Female,282,82949
131,Geotechnical engineer,Male,1879,105900
590,Glass blower; Hide or skin classer; Model maker – architectural,Female,1085,46786
483,Glass blower; Hide or skin classer; Model maker – architectural,Male,10238,65931
521,Glass machine operator; Glassware maker,Female,125,49975
484,Glass machine operator; Glassware maker,Male,1749,65915
509,Glass plant hand or labourer,Female,101,50478
699,Glass plant hand or labourer,Male,1552,50799
870,Glazier,Female,53,33173
677,Glazier,Male,7425,52476
884,Goat farmer or farm overseer,Female,13,32761
991,Goat farmer or farm overseer,Male,26,33284
852,Golfer,Female,69,33881
836,Golfer,Male,905,43660
576,Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Female,19328,47189
663,Governess – teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Male,543,53120
371,Governess – teaching (primary level); Infant school teacher; Primary school teacher,Female,127197,58777
462,Governess – teaching (primary level); Infant school teacher; Primary school teacher,Male,21113,67413
273,Governess – teaching (secondary level); High school teacher; Secondary school teacher,Female,85662,64600
410,Governess – teaching (secondary level); High school teacher; Secondary school teacher,Male,53848,72085
581,Grader operator,Female,82,47094
381,Grader operator,Male,1580,73972
343,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Female,562,60150
567,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Male,2846,60279
926,Grain mill worker; Miller – flour or grain,Female,355,31215
671,Grain mill worker; Miller – flour or grain,Male,1996,52707
1004,"Grain, oilseed or pasture farm worker",Female,393,27256
944,"Grain, oilseed or pasture farm worker",Male,1364,36185
505,"Grain, oilseed or pasture grower",Female,70,50691
593,"Grain, oilseed or pasture grower",Male,413,58055
662,Grape grower; Viticulturist,Female,146,42786
617,Grape grower; Viticulturist,Male,793,55954
858,Greenkeeper; Groundsperson; Horticulturist – greenkeeping,Female,510,33622
832,Greenkeeper; Groundsperson; Horticulturist – greenkeeping,Male,13323,43907
226,Guard – prison; Prison officer or warder,Female,3219,68690
334,Guard – prison; Prison officer or warder,Male,10077,77453
790,Gunsmith,Female,5,36553
707,Gunsmith,Male,62,50461
761,Gymnast,Female,9,38098
990,Gymnast,Male,9,33344
1059,Gymnastics coach or instructor,Female,1314,23521
1023,Gymnastics coach or instructor,Male,409,30453
6,Gynaecologist; Obstetrician,Female,570,264628
5,Gynaecologist; Obstetrician,Male,641,446507
973,Handyperson,Female,242,28753
923,Handyperson,Male,10497,37660
811,Hat maker; Milliner,Female,36,35437
712,Hat maker; Milliner,Male,56,50113
285,Health and welfare service manager – other,Female,6757,63941
246,Health and welfare service manager – other,Male,2926,87027
262,Health information manager,Female,1830,65412
230,Health information manager,Male,592,88770
354,Health inspector,Female,624,59586
277,Health inspector,Male,779,83431
229,Health practice manager,Female,4240,68452
199,Health practice manager,Male,693,94104
531,Health promotion officer,Female,2596,49436
542,Health promotion officer,Male,709,62388
176,Helicopter pilot,Female,43,74416
126,Helicopter pilot,Male,1462,107162
1036,Herbalist; Masseur or masseuse – other,Female,320,25120
1054,Herbalist; Masseur or masseuse – other,Male,146,27861
794,Hide and skin processing machine operator,Female,70,36432
811,Hide and skin processing machine operator,Male,206,45399
452,Historian,Female,299,53315
488,Historian,Male,209,65793
901,Homeopath,Female,36,32132
826,Homeopath,Male,14,44301
882,Horse breaker or trainer; Stable manager,Female,802,32772
774,Horse breaker or trainer; Stable manager,Male,1239,47265
821,Horse breeder,Female,111,34924
619,Horse breeder,Male,114,55914
1049,Horse riding coach or instructor,Female,340,24509
902,Horse riding coach or instructor,Male,95,39274
808,Horticulturist – nursery; Nurseryperson,Female,2305,35620
770,Horticulturist – nursery; Nurseryperson,Male,2705,47504
758,Hospital orderly; Theatre attendant – medical; Ward assistant,Female,6435,38260
843,Hospital orderly; Theatre attendant – medical; Ward assistant,Male,8830,43105
244,Hospital pharmacist,Female,2945,66699
362,Hospital pharmacist,Male,967,75231
554,Hostel manager; Lodge manager,Female,538,48419
665,Hostel manager; Lodge manager,Male,456,53063
875,Hostel parent,Female,95,33007
933,Hostel parent,Male,59,37079
480,Hotel manager; Motel manager,Female,5546,52039
480,Hotel manager; Motel manager,Male,8271,66061
893,Hotel receptionist; Motel receptionist,Female,5475,32462
998,Hotel receptionist; Motel receptionist,Male,1574,32819
879,House painter; Painter and decorator; Paperhanger,Female,619,32885
808,House painter; Painter and decorator; Paperhanger,Male,16302,45621
995,Housekeeper – commercial,Female,17820,27780
1063,Housekeeper – commercial,Male,3979,26771
1041,Housekeeper – domestic,Female,5057,24862
1097,Housekeeper – domestic,Male,616,22448
65,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Female,16484,101256
75,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Male,7120,130555
246,Human resource officer; Personnel officer; Recruitment officer,Female,20369,66621
258,Human resource officer; Personnel officer; Recruitment officer,Male,4982,85641
670,Hunter-trapper; Shooter or trapper,Female,6,42244
844,Hunter-trapper; Shooter or trapper,Male,81,42953
516,Hunting guide,Male,4,64231
627,Illustrator,Female,97,44209
597,Illustrator,Male,175,57637
258,Immigration officer,Female,753,65723
367,Immigration officer,Male,635,74921
128,Industrial engineer,Female,252,80496
152,Industrial engineer,Male,2502,100759
102,Industrial pharmacist,Female,472,87460
135,Industrial pharmacist,Male,293,105157
195,Industrial relations officer; Workplace relations adviser,Female,1185,72172
228,Industrial relations officer; Workplace relations adviser,Male,1316,89032
240,Insurance broker,Female,3169,66982
84,Insurance broker,Male,3761,125469
295,Insurance investigator,Female,258,62783
335,Insurance investigator,Male,332,77424
323,Insurance loss adjuster,Female,120,61100
225,Insurance loss adjuster,Male,326,89605
119,Insurance risk surveyor,Female,184,82355
116,Insurance risk surveyor,Male,294,109565
960,Integration aide (schools),Female,3041,29453
1025,Integration aide (schools),Male,229,30323
201,Intelligence officer,Female,345,71403
238,Intelligence officer,Male,265,88081
25,Intensive care specialist,Female,133,169369
23,Intensive care specialist,Male,327,308033
499,Interior decorator,Female,763,51211
629,Interior decorator,Male,140,55339
490,Interior designer,Female,4120,51702
454,Interior designer,Male,837,67976
137,Internal auditor,Female,1829,79833
172,Internal auditor,Male,2220,98558
789,Interpreter,Female,2512,36587
850,Interpreter,Male,1499,42556
194,Investigator – police; Police officer,Female,14449,72428
261,Investigator – police; Police officer,Male,40211,85451
69,Investment broker,Female,125,99997
27,Investment broker,Male,503,286530
1007,Ironer or presser – laundry,Female,257,26789
1081,Ironer or presser – laundry,Male,67,25177
100,IT account manager,Female,1115,87674
104,IT account manager,Male,3125,113716
123,IT business analyst,Female,4876,81615
195,IT business analyst,Male,11207,94742
62,IT business development manager,Female,915,101540
83,IT business development manager,Male,3587,127050
497,IT customer support officer; IT help desk officer,Female,4854,51306
628,IT customer support officer; IT help desk officer,Male,13991,55355
493,IT hardware technician,Female,204,51614
606,IT hardware technician,Male,3376,56929
59,IT manager – other,Female,5232,103405
90,IT manager – other,Male,25389,121031
236,IT network administrator,Female,822,67861
348,IT network administrator,Male,8420,76733
205,IT network analyst,Female,448,71274
217,IT network analyst,Male,2639,91080
83,IT project manager; Data processing manager,Female,6588,93908
98,IT project manager; Data processing manager,Male,16053,118032
220,IT quality assurance engineer,Female,493,69125
236,IT quality assurance engineer,Male,1121,88200
763,IT sales assistant,Female,1491,37998
755,IT sales assistant,Male,3125,47952
251,IT sales representative,Female,1972,66231
204,IT sales representative,Male,5584,93644
110,IT security specialist,Female,308,84605
138,IT security specialist,Male,2476,104294
269,IT support engineer,Female,1363,64829
358,IT support engineer,Male,12071,75838
215,IT systems test engineer,Female,735,69987
306,IT systems test engineer,Male,2896,80441
284,IT trainer,Female,876,64043
417,IT trainer,Male,1017,71733
612,Jewellery designer,Female,277,45031
631,Jewellery designer,Male,165,55174
674,Jockey,Female,200,41950
646,Jockey,Male,433,54286
693,Joiner; Wardrobe builder,Female,30,41121
736,Joiner; Wardrobe builder,Male,2359,48963
863,Judge – horse or dog racing; Racecourse official; Steward – racing,Female,170,33459
679,Judge – horse or dog racing; Racecourse official; Steward – racing,Male,779,52121
1,Judge – law,Female,200,355844
13,Judge – law,Male,531,381323
970,Kindergarten assistant; Pre-school aide,Female,4639,29029
948,Kindergarten assistant; Pre-school aide,Male,64,36043
861,Knitting machine operator,Female,164,33584
809,Knitting machine operator,Male,118,45569
324,Laboratory manager,Female,2092,61067
269,Laboratory manager,Male,2026,84514
451,Lagger,Female,12,53358
449,Lagger,Male,416,68541
208,Land economist,Female,40,70712
430,Land economist,Male,116,70592
386,Landscape architect,Female,891,57895
530,Landscape architect,Male,1636,63200
807,Landscape gardener,Female,794,35684
858,Landscape gardener,Male,14330,42244
898,Laundry worker,Female,6882,32257
972,Laundry worker,Male,2628,34516
561,Law clerk; Legal and related clerks,Female,8639,47892
718,Law clerk; Legal and related clerks,Male,2874,49930
70,Lawyer; Solicitor,Female,27816,99891
68,Lawyer; Solicitor,Male,20854,138379
1057,Lay preacher; Religious assistant,Female,411,23792
1061,Lay preacher; Religious assistant,Male,323,27148
1091,Leaflet or newspaper deliverer,Female,278,16620
1086,Leaflet or newspaper deliverer,Male,561,24109
933,Leather goods maker,Female,58,30904
900,Leather goods maker,Male,139,39864
460,Legal executive; Paralegal,Female,5229,52918
345,Legal executive; Paralegal,Male,1348,76823
573,Legal secretary General clerical workers,Female,15424,47333
822,Legal secretary General clerical workers,Male,147,44480
479,Liaison officer,Female,1115,52044
461,Liaison officer,Male,553,67479
355,Librarian,Female,9689,59553
466,Librarian,Male,1621,67121
781,Library assistant,Female,4906,36813
992,Library assistant,Male,809,33271
624,Library officer; Library technician,Female,5109,44307
709,Library officer; Library technician,Male,880,50338
648,Life science technician,Female,1280,43270
694,Life science technician,Male,690,51376
1051,Lifeguard; Swimming pool attendant – lifeguard,Female,2568,24334
1037,Lifeguard; Swimming pool attendant – lifeguard,Male,4276,29329
539,Lift mechanic,Female,6,48968
226,Lift mechanic,Male,1501,89590
675,Lighting technician,Female,171,41936
654,Lighting technician,Male,1242,53925
878,Linemarker,Female,19,32896
601,Linemarker,Male,753,57375
1003,Livestock and mixed crop farm worker,Female,644,27282
899,Livestock and mixed crop farm worker,Male,3242,39880
694,Locksmith,Female,88,41088
685,Locksmith,Male,1991,51862
1018,Logging assistant; Saw operator – chainsaw,Female,32,26170
779,Logging assistant; Saw operator – chainsaw,Male,128,46975
387,Logging plant operator,Female,16,57886
458,Logging plant operator,Male,966,67647
8,Magistrate,Female,200,260161
35,Magistrate,Male,341,246737
710,Mail clerk,Female,1815,40618
764,Mail clerk,Male,1671,47799
836,Mailing service hand or labourer; Rag cutter,Female,13794,34490
839,Mailing service hand or labourer; Rag cutter,Male,23937,43305
154,Maintenance planner,Female,586,77766
241,Maintenance planner,Male,10161,87844
838,Make-up artist,Female,1448,34466
848,Make-up artist,Male,99,42689
131,Management accountant,Female,2027,80298
148,Management accountant,Male,2133,102563
647,Manager – grocery – supermarket; Retail supervisor,Female,11658,43322
584,Manager – grocery – supermarket; Retail supervisor,Male,11424,59302
82,Manufacturing company manager; Publishing director,Female,1930,94463
118,Manufacturing company manager; Publishing director,Male,9868,109113
423,Marine biologist,Female,521,55762
229,Marine biologist,Male,704,88790
139,Marine certification and surveillance manager; Marine safety officer; Ship’s purser,Female,89,79762
125,Marine certification and surveillance manager; Marine safety officer; Ship’s purser,Male,484,107488
104,Marine engineer,Female,92,86495
82,Marine engineer,Male,4683,127098
438,Marine engineer surveyor,Female,24,54757
109,Marine engineer surveyor,Male,630,111025
93,Marine navigator; Ship’s officer,Female,69,90354
73,Marine navigator; Ship’s officer,Male,1296,133263
182,Marine steward; Railway employee – steward,Female,280,73593
234,Marine steward; Railway employee – steward,Male,464,88468
834,Market gardener – vegetables; Vegetable grower,Female,436,34510
746,Market gardener – vegetables; Vegetable grower,Male,937,48390
302,Market research analyst,Female,2784,62284
299,Market research analyst,Male,1865,81170
1006,Market research interviewer,Female,1878,27108
1066,Market research interviewer,Male,1155,26406
1042,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist",Female,3960,24798
1038,"Massage therapist; Masseur or masseuse – therapeutic, remedial; Myotherapist",Male,1221,29328
114,Master fisher,Female,8,83428
360,Master fisher,Male,310,75589
174,Materials engineer,Female,202,74623
155,Materials engineer,Male,1416,100648
677,Materials recycler; Motor vehicle wrecker; Scrap merchant,Female,59,41919
794,Materials recycler; Motor vehicle wrecker; Scrap merchant,Male,1099,46217
183,Mathematician,Female,139,73564
208,Mathematician,Male,488,93319
732,Meat boner and slicer; Saw operator – meat,Female,1478,39347
806,Meat boner and slicer; Saw operator – meat,Male,6443,45663
534,Meat inspector,Female,106,49275
452,Meat inspector,Male,575,68097
829,Meat packer,Female,4358,34581
996,Meat packer,Male,2554,32935
873,Mechanic’s assistant,Female,47,33034
761,Mechanic’s assistant,Male,1574,47826
121,Mechanical engineer,Female,1378,82251
150,Mechanical engineer,Male,28026,101753
397,Mechanical engineering draftsperson,Female,236,57394
368,Mechanical engineering draftsperson,Male,3239,74778
286,Mechanical engineering technician or associate,Female,83,63914
251,Mechanical engineering technician or associate,Male,5475,86556
564,Medical administrator,Female,13040,47743
307,Medical administrator,Male,1339,80387
288,Medical laboratory scientist,Female,8580,63736
276,Medical laboratory scientist,Male,3953,83778
605,Medical laboratory technician,Female,7345,45356
647,Medical laboratory technician,Male,2607,54240
14,Medical oncologist,Female,145,208612
19,Medical oncologist,Male,200,322178
127,Medical physicist; Physicist,Female,703,80538
137,Medical physicist; Physicist,Male,2143,105099
311,Medical radiation therapist,Female,686,61648
373,Medical radiation therapist,Male,266,74629
774,Medical receptionist; Medical secretary,Female,38305,37281
1019,Medical receptionist; Medical secretary,Male,648,31012
522,Medical technician – other,Female,1890,49922
441,Medical technician – other,Male,1365,69394
23,Member of parliament,Female,245,173331
41,Member of parliament,Male,600,232093
913,Merchandiser; Sales demonstrator,Female,13529,31696
834,Merchandiser; Sales demonstrator,Male,3926,43720
626,Metal machinist; Turner – metal,Female,187,44237
543,Metal machinist; Turner – metal,Male,5789,62357
701,Metal polisher,Female,16,40875
801,Metal polisher,Male,461,45877
227,Metallurgical and materials technician,Female,131,68670
191,Metallurgical and materials technician,Male,1087,95652
50,Metallurgist,Female,258,110359
64,Metallurgist,Male,1645,143760
98,Meteorologist,Female,209,88232
128,Meteorologist,Male,590,106848
876,Meter reader,Female,183,32961
897,Meter reader,Male,1697,39943
301,Microbiologist,Female,1202,62346
323,Microbiologist,Male,653,78867
351,Middle school teacher,Female,6179,59604
455,Middle school teacher,Male,2271,67925
384,Midwife,Female,16827,57933
415,Midwife,Male,305,71843
488,Migration agent,Female,478,51794
668,Migration agent,Male,311,52964
769,Miller – timber; Sawmilling operator,Female,99,37582
788,Miller – timber; Sawmilling operator,Male,1283,46538
436,Miller – tyres; Tyre retreader,Female,5,54795
752,Miller – tyres; Tyre retreader,Male,228,48067
61,Mine deputy; Mine supervisor,Female,311,102266
58,Mine deputy; Mine supervisor,Male,8908,154741
78,Mining blasting worker; Powder monkey; Shot firer,Female,191,95694
117,Mining blasting worker; Powder monkey; Shot firer,Male,2803,109236
44,Mining engineer,Female,554,119564
54,Mining engineer,Male,6571,168659
198,Mining labourer,Female,906,72085
215,Mining labourer,Male,9666,91698
39,Mining production manager,Female,281,133061
50,Mining production manager,Male,4269,179439
978,Model,Female,1220,28517
1041,Model,Male,361,29166
988,Model maker – metal,Female,5,28024
559,Model maker – metal,Male,78,60735
734,Mothercraft nurse,Female,226,39208
862,Motion picture projectionist,Female,56,33574
930,Motion picture projectionist,Male,257,37204
388,Motor mechanic – diesel,Female,141,57837
272,Motor mechanic – diesel,Male,34902,84073
623,Motor vehicle accessories fitter,Female,62,44313
731,Motor vehicle accessories fitter,Male,2235,49251
571,Motor vehicle body builder,Female,28,47355
587,Motor vehicle body builder,Male,2296,59009
591,Motor vehicle licence inspector,Female,43,46767
536,Motor vehicle licence inspector,Male,198,62724
780,Motor vehicle painter,Female,127,37041
698,Motor vehicle painter,Male,6751,50879
883,Motor vehicle trimmer,Female,34,32766
780,Motor vehicle trimmer,Male,652,46961
945,Motorcycle mechanic,Female,14,30219
812,Motorcycle mechanic,Male,1621,45367
73,Mountain guide,Female,8,99131
1032,Mountain guide,Male,20,29760
450,Multimedia designer,Female,446,53517
541,Multimedia designer,Male,792,62411
982,Mushroom picker,Female,787,28364
1053,Mushroom picker,Male,314,27977
654,Music researcher; Musician – other music professional,Female,601,43092
729,Music researcher; Musician – other music professional,Male,1306,49293
745,Music teacher – private,Female,3108,38681
854,Music teacher – private,Male,2069,42373
892,Musical instrument repairer; Piano tuner,Female,28,32510
901,Musical instrument repairer; Piano tuner,Male,190,39670
749,Naturopath,Female,1146,38600
653,Naturopath,Male,195,53956
135,Naval architect,Female,25,79973
94,Naval architect,Male,335,118596
28,Neurologist,Female,97,155217
25,Neurologist,Male,221,298543
2,Neurosurgeon,Female,26,323682
1,Neurosurgeon,Male,142,577674
353,Newspaper journalist; Print journalist,Female,3324,59598
291,Newspaper journalist; Print journalist,Male,3083,82046
900,Newspaper photographer; Photographer,Female,2653,32138
724,Newspaper photographer; Photographer,Male,2859,49622
77,Newsreader – television; Television announcer; Television presenter,Female,341,97247
70,Newsreader – television; Television announcer; Television presenter,Male,321,136365
1047,Night filler; Shelf filler,Female,6462,24608
1069,Night filler; Shelf filler,Male,9878,26058
557,Night watchperson; Railway employee – patrol officer; Security guard; Security officer,Female,5109,48295
719,Night watchperson; Railway employee – patrol officer; Security guard; Security officer,Male,33171,49913
618,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Female,45,44797
611,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Male,459,56528
282,Nuclear medicine technologist,Female,419,64092
278,Nuclear medicine technologist,Male,224,83341
427,Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse,Female,96825,55240
498,Nurse consultant – clinical; Nursing sister; Registered nurse – general; Registered nurse – other; Registered nurse – other; Student registered nurse,Male,9417,65313
279,Nurse educator,Female,3286,64341
355,Nurse educator,Male,388,75970
393,Nurse practitioner,Female,20223,57585
445,Nurse practitioner,Male,1686,69132
942,Nursery assistant – horticulture; Nursery hand – plants,Female,3418,30339
961,Nursery assistant – horticulture; Nursery hand – plants,Male,2520,35600
833,Nursing assistant or aide,Female,23391,34524
917,Nursing assistant or aide,Male,3790,38028
79,Nursing clinical director,Female,1212,95509
121,Nursing clinical director,Male,224,108327
142,Nursing supervisor or manager,Female,3395,79294
274,Nursing supervisor or manager,Male,706,83954
773,Occupation not listed,Female,128239,37282
650,Occupation not listed,Male,139939,54081
155,Occupational health and safety adviser,Female,3981,77744
122,Occupational health and safety adviser,Male,6713,108049
449,Occupational therapist,Female,12633,53530
448,Occupational therapist,Male,1145,68583
472,Office administrator; Office manager,Female,153207,52565
476,Office administrator; Office manager,Male,22629,66280
512,Office machine mechanic,Female,42,50361
